date,actual,prediction,error,abs_error,ape_percent
2023-10-21,65422.0,73482.91218812986,8060.912188129863,8060.912188129863,12.32140898800077
2023-10-22,77187.0,73144.37775320948,-4042.6222467905172,4042.6222467905172,5.237439266703612
2023-10-23,71037.0,68433.90386872944,-2603.096131270562,2603.096131270562,3.6644229503928405
2023-10-25,65422.0,67200.9988951504,1778.9988951504056,1778.9988951504056,2.7192670587117567
2023-10-26,62055.0,61809.02249793561,-245.9775020643865,245.9775020643865,0.3963862735708428
2023-10-27,63404.0,65044.612468842155,1640.612468842155,1640.612468842155,2.5875535752352454
2023-10-28,47531.0,70814.00844668843,23283.00844668843,23283.00844668843,48.984890801137006
2023-10-29,85497.0,76439.79519998227,-9057.204800017731,9057.204800017731,10.593593693366705
2023-10-30,69654.0,70069.44684051927,415.4468405192747,415.4468405192747,0.5964436220737857
2023-10-31,62269.0,65531.167156285774,3262.1671562857737,3262.1671562857737,5.238830166352075
2023-11-01,63710.0,65013.556314473986,1303.5563144739863,1303.5563144739863,2.0460780324501435
2023-11-02,59335.0,60832.764735539284,1497.7647355392837,1497.7647355392837,2.524251682041432
2023-11-03,66048.0,64118.019167345396,-1929.9808326546045,1929.9808326546045,2.92208822773529
2023-11-04,70250.0,71032.9731032233,782.9731032232958,782.9731032232958,1.1145524601043355
2023-11-05,78389.0,75906.59397860372,-2482.4060213962803,2482.4060213962803,3.166778529380755
2023-11-06,66312.0,66832.27292503128,520.2729250312841,520.2729250312841,0.7845833710810775
2023-11-07,61640.0,64249.93107621105,2609.931076211047,2609.931076211047,4.234151648622724
2023-11-08,58157.0,63950.796157473276,5793.796157473276,5793.796157473276,9.962336704907882
2023-11-09,56723.0,59014.6197331931,2291.6197331931035,2291.6197331931035,4.040018569527535
2023-11-10,56978.0,63621.13144378053,6643.131443780527,6643.131443780527,11.659116577943287
2023-11-11,71490.0,70686.44057628792,-803.5594237120822,803.5594237120822,1.124016538973398
2023-11-12,74807.0,75851.73788905174,1044.737889051743,1044.737889051743,1.396577712047994
2023-11-13,70902.0,66409.41905059404,-4492.580949405965,4492.580949405965,6.3363247149670885
2023-11-14,69041.0,63592.661893420765,-5448.338106579235,5448.338106579235,7.891453059166633
2023-11-15,71123.0,64150.44018647872,-6972.559813521279,6972.559813521279,9.80352321122742
2023-11-16,62494.0,59686.53792002059,-2807.4620799794066,2807.4620799794066,4.492370595544223
2023-11-17,67140.0,62514.929141276494,-4625.070858723506,4625.070858723506,6.888696542632568
2023-11-18,70686.0,72466.14396636611,1780.143966366115,1780.143966366115,2.518382659035898
2023-11-19,79800.0,74689.00661987156,-5110.993380128435,5110.993380128435,6.404753609183503
2023-11-20,67198.0,67011.92246106754,-186.07753893245535,186.07753893245535,0.27690934095130115
2023-11-21,69981.0,65029.182795425695,-4951.817204574305,4951.817204574305,7.075945191658171
2023-11-22,65891.0,65843.46698799978,-47.53301200021815,47.53301200021815,0.07213885356151545
2023-11-23,45503.0,59463.353399420914,13960.353399420914,13960.353399420914,30.68007252141818
2023-11-24,74843.0,65324.62655080827,-9518.373449191728,9518.373449191728,12.717787166724648
